data
"[830.4395604395604, 855.8241758241759, 902.1611721611722, 844.5421245421246]"
"[831.2454212454213, 859.047619047619, 902.967032967033, 840.9157509157509]"
"[823.992673992674, 863.8827838827839, 896.5201465201466, 838.0952380952381]"
"[814.7252747252747, 860.6593406593407, 891.2820512820513, 831.2454212454213]"
"[819.96336996337, 859.8534798534798, 893.2967032967033, 825.6043956043957]"
"[828.021978021978, 857.8388278388279, 890.8791208791209, 831.6483516483516]"
"[832.4542124542124, 858.6446886446887, 885.6410256410256, 838.0952380952381]"
"[836.0805860805862, 860.2564102564103, 881.2087912087912, 834.8717948717949]"
"[831.2454212454213, 857.4358974358975, 886.0439560439561, 828.8278388278388]"
"[839.7069597069598, 858.6446886446887, 883.2234432234433, 832.8571428571429]"
"[844.1391941391942, 859.047619047619, 877.5824175824176, 836.0805860805862]"
"[838.0952380952381, 859.047619047619, 879.1941391941392, 834.4688644688645]"
"[841.3186813186813, 857.4358974358975, 878.7912087912089, 828.8278388278388]"
"[840.9157509157509, 853.0036630036631, 877.1794871794872, 827.6190476190476]"
"[837.2893772893773, 855.8241758241759, 873.1501831501831, 829.6336996336996]"
"[836.4835164835165, 859.4505494505495, 871.5384615384615, 836.4835164835165]"
"[834.0659340659341, 858.6446886446887, 871.941391941392, 838.4981684981685]"
"[839.3040293040293, 858.2417582417582, 874.3589743589744, 836.886446886447]"
"[845.3479853479854, 858.6446886446887, 875.9706959706959, 836.886446886447]"
"[841.3186813186813, 856.2271062271062, 883.2234432234433, 835.6776556776557]"
"[837.2893772893773, 854.6153846153846, 892.4908424908425, 836.0805860805862]"
"[842.1245421245421, 856.2271062271062, 887.2527472527473, 837.6923076923077]"
"[841.7216117216118, 857.8388278388279, 888.8644688644689, 835.6776556776557]"
"[844.1391941391942, 856.6300366300367, 894.1025641025641, 834.8717948717949]"
"[848.974358974359, 853.8095238095239, 894.908424908425, 838.901098901099]"
"[842.5274725274726, 855.4212454212454, 895.3113553113553, 842.5274725274726]"
"[842.9304029304029, 858.2417582417582, 896.1172161172161, 842.9304029304029]"
"[845.7509157509157, 859.047619047619, 897.7289377289378, 842.9304029304029]"
"[842.1245421245421, 857.8388278388279, 898.9377289377289, 840.5128205128206]"
"[842.9304029304029, 862.6739926739926, 889.6703296703297, 842.1245421245421]"
"[844.945054945055, 864.6886446886447, 888.0586080586081, 841.7216117216118]"
"[837.2893772893773, 861.0622710622711, 898.5347985347986, 833.6630036630037]"
"[839.3040293040293, 860.6593406593407, 896.9230769230769, 838.901098901099]"
"[852.6007326007326, 861.0622710622711, 892.4908424908425, 839.7069597069598]"
"[844.945054945055, 862.2710622710623, 891.6849816849817, 833.6630036630037]"
"[835.6776556776557, 862.6739926739926, 893.2967032967033, 838.901098901099]"
"[838.4981684981685, 862.2710622710623, 891.2820512820513, 841.7216117216118]"
"[838.901098901099, 859.4505494505495, 888.4615384615385, 839.7069597069598]"
"[835.6776556776557, 857.8388278388279, 890.0732600732601, 838.4981684981685]"
"[834.0659340659341, 859.047619047619, 891.6849816849817, 838.901098901099]"
"[836.4835164835165, 861.8681318681319, 887.2527472527473, 836.4835164835165]"
"[838.0952380952381, 861.4652014652015, 880.0, 836.886446886447]"
"[843.3333333333334, 856.2271062271062, 882.4175824175825, 833.6630036630037]"
"[844.945054945055, 857.8388278388279, 878.7912087912089, 838.0952380952381]"
"[846.1538461538462, 861.8681318681319, 871.1355311355312, 844.1391941391942]"
